activateable,createable,custom,customSetting,deletable,deprecatedAndHidden,feedEnabled,hasSubtypes,isSubtype,keyPrefix,label,labelPlural,layoutable,mergeable,mruEnabled,name,queryable,replicateable,retrieveable,searchable,triggerable,undeletable,updateable,urls
False,False,False,False,False,False,False,False,False,,Change Event: Complete Setting,Change Event: Complete Setting,False,False,False,DOZISF__Complete_Setting__ChangeEvent,False,False,True,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/DOZISF__Complete_Setting__ChangeEvent/{ID}'), ('eventSchema', '/services/data/v42.0/sobjects/DOZISF__Complete_Setting__ChangeEvent/eventSchema'), ('describe', '/services/data/v42.0/sobjects/DOZISF__Complete_Setting__ChangeEvent/describe'), ('sobject', '/services/data/v42.0/sobjects/DOZISF__Complete_Setting__ChangeEvent')])"
False,False,True,True,False,False,False,False,False,a1M,Complete Setting,Complete Setting,True,False,False,DOZISF__Complete_Setting__c,True,True,True,True,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/DOZISF__Complete_Setting__c/{ID}'), ('describe', '/services/data/v42.0/sobjects/DOZISF__Complete_Setting__c/describe'), ('quickActions', '/services/data/v42.0/sobjects/DOZISF__Complete_Setting__c/quickActions'), ('layouts', '/services/data/v42.0/sobjects/DOZISF__Complete_Setting__c/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/DOZISF__Complete_Setting__c')])"
False,False,True,False,False,False,False,False,False,m06,JWT Setting,JWT Settings,True,False,True,DOZISF__JWT_Setting__mdt,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/DOZISF__JWT_Setting__mdt/{ID}'), ('describe', '/services/data/v42.0/sobjects/DOZISF__JWT_Setting__mdt/describe'), ('layouts', '/services/data/v42.0/sobjects/DOZISF__JWT_Setting__mdt/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/DOZISF__JWT_Setting__mdt')])"
False,False,False,False,False,False,False,False,False,,Change Event: ZoomInfo Intent,Change Event: ZoomInfo Intent,False,False,False,DOZISF__ZoomInfo_Intent__ChangeEvent,False,False,True,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/DOZISF__ZoomInfo_Intent__ChangeEvent/{ID}'), ('eventSchema', '/services/data/v42.0/sobjects/DOZISF__ZoomInfo_Intent__ChangeEvent/eventSchema'), ('describe', '/services/data/v42.0/sobjects/DOZISF__ZoomInfo_Intent__ChangeEvent/describe'), ('sobject', '/services/data/v42.0/sobjects/DOZISF__ZoomInfo_Intent__ChangeEvent')])"
False,True,False,False,True,False,False,False,False,,Share: ZoomInfo Intent,Share: ZoomInfo Intent,False,False,False,DOZISF__ZoomInfo_Intent__Share,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/DOZISF__ZoomInfo_Intent__Share/{ID}'), ('describe', '/services/data/v42.0/sobjects/DOZISF__ZoomInfo_Intent__Share/describe'), ('sobject', '/services/data/v42.0/sobjects/DOZISF__ZoomInfo_Intent__Share')])"
False,True,True,False,True,False,False,False,False,a1N,ZoomInfo Intent,ZoomInfo Intent,True,False,True,DOZISF__ZoomInfo_Intent__c,True,True,True,True,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/DOZISF__ZoomInfo_Intent__c/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/DOZISF__ZoomInfo_Intent__c/{ID}'), ('approvalLayouts', '/services/data/v42.0/sobjects/DOZISF__ZoomInfo_Intent__c/describe/approvalLayouts'), ('describe', '/services/data/v42.0/sobjects/DOZISF__ZoomInfo_Intent__c/describe'), ('quickActions', '/services/data/v42.0/sobjects/DOZISF__ZoomInfo_Intent__c/quickActions'), ('layouts', '/services/data/v42.0/sobjects/DOZISF__ZoomInfo_Intent__c/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/DOZISF__ZoomInfo_Intent__c')])"
False,False,False,False,False,False,False,False,False,,Change Event: ZoomInfo Scoop,Change Event: ZoomInfo Scoop,False,False,False,DOZISF__ZoomInfo_Scoop__ChangeEvent,False,False,True,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/DOZISF__ZoomInfo_Scoop__ChangeEvent/{ID}'), ('eventSchema', '/services/data/v42.0/sobjects/DOZISF__ZoomInfo_Scoop__ChangeEvent/eventSchema'), ('describe', '/services/data/v42.0/sobjects/DOZISF__ZoomInfo_Scoop__ChangeEvent/describe'), ('sobject', '/services/data/v42.0/sobjects/DOZISF__ZoomInfo_Scoop__ChangeEvent')])"
False,True,False,False,True,False,False,False,False,,Share: ZoomInfo Scoop,Share: ZoomInfo Scoop,False,False,False,DOZISF__ZoomInfo_Scoop__Share,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/DOZISF__ZoomInfo_Scoop__Share/{ID}'), ('describe', '/services/data/v42.0/sobjects/DOZISF__ZoomInfo_Scoop__Share/describe'), ('sobject', '/services/data/v42.0/sobjects/DOZISF__ZoomInfo_Scoop__Share')])"
False,True,True,False,True,False,False,False,False,a1O,ZoomInfo Scoop,ZoomInfo Scoops,True,False,True,DOZISF__ZoomInfo_Scoop__c,True,True,True,True,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/DOZISF__ZoomInfo_Scoop__c/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/DOZISF__ZoomInfo_Scoop__c/{ID}'), ('approvalLayouts', '/services/data/v42.0/sobjects/DOZISF__ZoomInfo_Scoop__c/describe/approvalLayouts'), ('describe', '/services/data/v42.0/sobjects/DOZISF__ZoomInfo_Scoop__c/describe'), ('quickActions', '/services/data/v42.0/sobjects/DOZISF__ZoomInfo_Scoop__c/quickActions'), ('layouts', '/services/data/v42.0/sobjects/DOZISF__ZoomInfo_Scoop__c/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/DOZISF__ZoomInfo_Scoop__c')])"
False,False,False,False,False,False,True,False,False,01Z,Dashboard,Dashboards,True,False,True,Dashboard,True,False,True,True,False,False,False,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/Dashboard/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/Dashboard/{ID}'), ('describe', '/services/data/v42.0/sobjects/Dashboard/describe'), ('layouts', '/services/data/v42.0/sobjects/Dashboard/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/Dashboard')])"
False,False,False,False,False,False,True,False,False,01a,Dashboard Component,Dashboard Components,False,False,False,DashboardComponent,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/DashboardComponent/{ID}'), ('describe', '/services/data/v42.0/sobjects/DashboardComponent/describe'), ('sobject', '/services/data/v42.0/sobjects/DashboardComponent')])"
False,False,False,False,True,False,False,False,False,,Dashboard Component Feed,Dashboard Component Feed,False,False,False,DashboardComponentFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/DashboardComponentFeed/{ID}'), ('describe', '/services/data/v42.0/sobjects/DashboardComponentFeed/describe'), ('sobject', '/services/data/v42.0/sobjects/DashboardComponentFeed')])"
False,False,False,False,True,False,False,False,False,,Dashboard Feed,Dashboard Feed,False,False,False,DashboardFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/DashboardFeed/{ID}'), ('describe', '/services/data/v42.0/sobjects/DashboardFeed/describe'), ('sobject', '/services/data/v42.0/sobjects/DashboardFeed')])"
False,False,False,False,False,False,False,False,False,0Gy,DataIntegrationRecordPurchasePermission,DataIntegrationRecordPurchasePermissions,False,False,False,DataIntegrationRecordPurchasePermission,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/DataIntegrationRecordPurchasePermission/{ID}'), ('describe', '/services/data/v42.0/sobjects/DataIntegrationRecordPurchasePermission/describe'), ('sobject', '/services/data/v42.0/sobjects/DataIntegrationRecordPurchasePermission')])"
False,False,False,False,False,False,False,False,False,05a,Data Statistics,Data Statistics,False,False,False,DataStatistics,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/DataStatistics/{ID}'), ('describe', '/services/data/v42.0/sobjects/DataStatistics/describe'), ('sobject', '/services/data/v42.0/sobjects/DataStatistics')])"
False,False,False,False,False,False,False,False,False,4dt,Data Type,Data Types,False,False,False,DataType,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/DataType/{ID}'), ('describe', '/services/data/v42.0/sobjects/DataType/describe'), ('sobject', '/services/data/v42.0/sobjects/DataType')])"
False,False,False,False,False,False,False,False,False,07m,Data.com Address,Data.com Addresses,False,False,False,DatacloudAddress,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/DatacloudAddress/{ID}'), ('describe', '/services/data/v42.0/sobjects/DatacloudAddress/describe'), ('sobject', '/services/data/v42.0/sobjects/DatacloudAddress')])"
False,False,False,False,False,False,False,False,False,,Declined Event Relation,Declined Event Relations,False,False,False,DeclinedEventRelation,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/DeclinedEventRelation/{ID}'), ('describe', '/services/data/v42.0/sobjects/DeclinedEventRelation/describe'), ('sobject', '/services/data/v42.0/sobjects/DeclinedEventRelation')])"
False,True,False,False,False,False,False,False,False,015,Document,Documents,False,False,True,Document,True,True,True,True,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/Document/{ID}'), ('describe', '/services/data/v42.0/sobjects/Document/describe'), ('sobject', '/services/data/v42.0/sobjects/Document')])"
False,False,False,False,False,False,False,False,False,05X,Document Entity Map,Document Entity Map,False,False,False,DocumentAttachmentMap,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/DocumentAttachmentMap/{ID}'), ('describe', '/services/data/v42.0/sobjects/DocumentAttachmentMap/describe'), ('sobject', '/services/data/v42.0/sobjects/DocumentAttachmentMap')])"
False,False,False,False,False,False,False,False,False,0I4,Domain,Domains,False,False,False,Domain,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/Domain/{ID}'), ('describe', '/services/data/v42.0/sobjects/Domain/describe'), ('sobject', '/services/data/v42.0/sobjects/Domain')])"
False,False,False,False,False,False,False,False,False,0Jf,Custom URL,Custom URLs,False,False,False,DomainSite,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/DomainSite/{ID}'), ('describe', '/services/data/v42.0/sobjects/DomainSite/describe'), ('sobject', '/services/data/v42.0/sobjects/DomainSite')])"
False,False,False,False,False,False,False,False,False,0Bm,Duplicate Rule,Duplicate Rules,True,False,True,DuplicateRule,True,False,True,True,False,False,False,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/DuplicateRule/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/DuplicateRule/{ID}'), ('describe', '/services/data/v42.0/sobjects/DuplicateRule/describe'), ('layouts', '/services/data/v42.0/sobjects/DuplicateRule/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/DuplicateRule')])"
False,True,False,False,True,False,False,False,False,02s,Email Message,Email Messages,True,False,False,EmailMessage,True,True,True,True,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/EmailMessage/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/EmailMessage/{ID}'), ('approvalLayouts', '/services/data/v42.0/sobjects/EmailMessage/describe/approvalLayouts'), ('describe', '/services/data/v42.0/sobjects/EmailMessage/describe'), ('quickActions', '/services/data/v42.0/sobjects/EmailMessage/quickActions'), ('layouts', '/services/data/v42.0/sobjects/EmailMessage/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/EmailMessage')])"
False,True,False,False,True,False,False,False,False,0CZ,Email Message Relation,Email Message Relations,False,False,False,EmailMessageRelation,True,True,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/EmailMessageRelation/{ID}'), ('describe', '/services/data/v42.0/sobjects/EmailMessageRelation/describe'), ('sobject', '/services/data/v42.0/sobjects/EmailMessageRelation')])"
False,True,False,False,True,False,False,False,False,093,Email Services Address,Email Services Address,False,False,False,EmailServicesAddress,True,True,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/EmailServicesAddress/{ID}'), ('describe', '/services/data/v42.0/sobjects/EmailServicesAddress/describe'), ('sobject', '/services/data/v42.0/sobjects/EmailServicesAddress')])"
False,False,False,False,False,False,False,False,False,091,Email Service,Email Services,False,False,False,EmailServicesFunction,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/EmailServicesFunction/{ID}'), ('describe', '/services/data/v42.0/sobjects/EmailServicesFunction/describe'), ('sobject', '/services/data/v42.0/sobjects/EmailServicesFunction')])"
False,False,False,False,False,False,False,False,False,018,Email Status,Email Status,False,False,False,EmailStatus,False,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/EmailStatus/{ID}'), ('describe', '/services/data/v42.0/sobjects/EmailStatus/describe'), ('sobject', '/services/data/v42.0/sobjects/EmailStatus')])"
False,True,False,False,True,False,False,False,False,00X,Email Template,Email Templates,False,False,True,EmailTemplate,True,True,True,True,False,False,True,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/EmailTemplate/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/EmailTemplate/{ID}'), ('describe', '/services/data/v42.0/sobjects/EmailTemplate/describe'), ('sobject', '/services/data/v42.0/sobjects/EmailTemplate')])"
False,False,False,False,False,False,False,False,False,0Lq,Embedded Service,Embedded Services,False,False,False,EmbeddedServiceDetail,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/EmbeddedServiceDetail/{ID}'), ('describe', '/services/data/v42.0/sobjects/EmbeddedServiceDetail/describe'), ('sobject', '/services/data/v42.0/sobjects/EmbeddedServiceDetail')])"
False,False,False,False,False,False,False,False,False,550,Entitlement,Entitlements,True,False,True,Entitlement,True,True,True,True,True,False,False,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/Entitlement/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/Entitlement/{ID}'), ('approvalLayouts', '/services/data/v42.0/sobjects/Entitlement/describe/approvalLayouts'), ('describe', '/services/data/v42.0/sobjects/Entitlement/describe'), ('layouts', '/services/data/v42.0/sobjects/Entitlement/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/Entitlement')])"
False,False,False,False,False,False,False,False,False,,Entitlement Change Event,Entitlement Change Event,False,False,False,EntitlementChangeEvent,False,False,True,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/EntitlementChangeEvent/{ID}'), ('eventSchema', '/services/data/v42.0/sobjects/EntitlementChangeEvent/eventSchema'), ('describe', '/services/data/v42.0/sobjects/EntitlementChangeEvent/describe'), ('sobject', '/services/data/v42.0/sobjects/EntitlementChangeEvent')])"
False,False,False,False,False,False,False,False,False,0E7,Entitlement Contact,Entitlement Contacts,False,False,False,EntitlementContact,True,True,True,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/EntitlementContact/{ID}'), ('describe', '/services/data/v42.0/sobjects/EntitlementContact/describe'), ('sobject', '/services/data/v42.0/sobjects/EntitlementContact')])"
False,False,False,False,True,False,False,False,False,,Entitlement Feed,Entitlement Feed,False,False,False,EntitlementFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/EntitlementFeed/{ID}'), ('describe', '/services/data/v42.0/sobjects/EntitlementFeed/describe'), ('sobject', '/services/data/v42.0/sobjects/EntitlementFeed')])"
False,False,False,False,False,False,False,False,False,,Entitlement History,Entitlement History,False,False,False,EntitlementHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/EntitlementHistory/{ID}'), ('describe', '/services/data/v42.0/sobjects/EntitlementHistory/describe'), ('sobject', '/services/data/v42.0/sobjects/EntitlementHistory')])"
False,False,False,False,False,False,False,False,False,551,Entitlement Template,Entitlement Template,False,False,False,EntitlementTemplate,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/EntitlementTemplate/{ID}'), ('describe', '/services/data/v42.0/sobjects/EntitlementTemplate/describe'), ('sobject', '/services/data/v42.0/sobjects/EntitlementTemplate')])"
False,False,False,False,False,False,False,False,False,4ie,Entity Definition,Entity Definitions,False,False,False,EntityDefinition,True,False,False,True,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/EntityDefinition/{ID}'), ('describe', '/services/data/v42.0/sobjects/EntityDefinition/describe'), ('sobject', '/services/data/v42.0/sobjects/EntityDefinition')])"
False,False,False,False,False,False,False,False,False,0Nv,Entity Particle,Entity Particles,False,False,False,EntityParticle,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/EntityParticle/{ID}'), ('describe', '/services/data/v42.0/sobjects/EntityParticle/describe'), ('sobject', '/services/data/v42.0/sobjects/EntityParticle')])"
False,True,False,False,True,False,False,False,False,0E8,Entity Subscription,Entity Subscriptions,False,False,False,EntitySubscription,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/EntitySubscription/{ID}'), ('describe', '/services/data/v42.0/sobjects/EntitySubscription/describe'), ('sobject', '/services/data/v42.0/sobjects/EntitySubscription')])"
False,True,False,False,True,False,True,False,False,00U,Event,Events,True,False,True,Event,True,True,True,True,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/Event/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/Event/{ID}'), ('describe', '/services/data/v42.0/sobjects/Event/describe'), ('quickActions', '/services/data/v42.0/sobjects/Event/quickActions'), ('layouts', '/services/data/v42.0/sobjects/Event/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/Event')])"
False,False,False,False,False,False,False,False,False,0Cd,Platform Event Subscription,Platform Event Subscription,False,False,False,EventBusSubscriber,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/EventBusSubscriber/{ID}'), ('describe', '/services/data/v42.0/sobjects/EventBusSubscriber/describe'), ('sobject', '/services/data/v42.0/sobjects/EventBusSubscriber')])"
False,False,False,False,False,False,False,False,False,,Event Change Event,Event Change Event,False,False,False,EventChangeEvent,False,False,True,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/EventChangeEvent/{ID}'), ('eventSchema', '/services/data/v42.0/sobjects/EventChangeEvent/eventSchema'), ('describe', '/services/data/v42.0/sobjects/EventChangeEvent/describe'), ('sobject', '/services/data/v42.0/sobjects/EventChangeEvent')])"
False,False,False,False,True,False,False,False,False,,Event Feed,Event Feed,False,False,False,EventFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/EventFeed/{ID}'), ('describe', '/services/data/v42.0/sobjects/EventFeed/describe'), ('sobject', '/services/data/v42.0/sobjects/EventFeed')])"
False,True,False,False,True,False,False,False,False,0RE,Event Relation,Event Relations,False,False,False,EventRelation,True,True,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/EventRelation/{ID}'), ('describe', '/services/data/v42.0/sobjects/EventRelation/describe'), ('sobject', '/services/data/v42.0/sobjects/EventRelation')])"
False,False,False,False,False,False,False,False,False,,Event Relation Change Event,Event Relation Change Event,False,False,False,EventRelationChangeEvent,False,False,True,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/EventRelationChangeEvent/{ID}'), ('eventSchema', '/services/data/v42.0/sobjects/EventRelationChangeEvent/eventSchema'), ('describe', '/services/data/v42.0/sobjects/EventRelationChangeEvent/describe'), ('sobject', '/services/data/v42.0/sobjects/EventRelationChangeEvent')])"
False,False,False,False,False,False,False,False,False,,Event Who Relation,Event Who Relations,False,False,False,EventWhoRelation,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/EventWhoRelation/{ID}'), ('describe', '/services/data/v42.0/sobjects/EventWhoRelation/describe'), ('sobject', '/services/data/v42.0/sobjects/EventWhoRelation')])"
False,False,False,False,False,False,False,False,False,0XC,External Data Source,External Data Sources,False,False,True,ExternalDataSource,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/ExternalDataSource/{ID}'), ('describe', '/services/data/v42.0/sobjects/ExternalDataSource/describe'), ('sobject', '/services/data/v42.0/sobjects/ExternalDataSource')])"
False,True,False,False,True,False,False,False,False,0XU,External Data User Authentication,External Data User Authentications,False,False,False,ExternalDataUserAuth,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/ExternalDataUserAuth/{ID}'), ('describe', '/services/data/v42.0/sobjects/ExternalDataUserAuth/describe'), ('sobject', '/services/data/v42.0/sobjects/ExternalDataUserAuth')])"
False,True,False,False,True,False,False,False,False,0AY,External Event,External Events,True,False,False,ExternalEvent,True,True,True,False,False,True,True,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/ExternalEvent/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/ExternalEvent/{ID}'), ('describe', '/services/data/v42.0/sobjects/ExternalEvent/describe'), ('layouts', '/services/data/v42.0/sobjects/ExternalEvent/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/ExternalEvent')])"
False,True,False,False,True,False,False,False,False,08N,External Event Mapping,External Event Mappings,False,False,False,ExternalEventMapping,True,True,True,False,False,True,True,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/ExternalEventMapping/{ID}'), ('approvalLayouts', '/services/data/v42.0/sobjects/ExternalEventMapping/describe/approvalLayouts'), ('describe', '/services/data/v42.0/sobjects/ExternalEventMapping/describe'), ('sobject', '/services/data/v42.0/sobjects/ExternalEventMapping')])"
False,True,False,False,True,False,False,False,False,,External Event Mapping Share,External Event Mapping Share,False,False,False,ExternalEventMappingShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/ExternalEventMappingShare/{ID}'), ('describe', '/services/data/v42.0/sobjects/ExternalEventMappingShare/describe'), ('sobject', '/services/data/v42.0/sobjects/ExternalEventMappingShare')])"
False,False,False,False,False,False,False,False,False,0AL,Managed Social Account,Managed Social Accounts,False,False,False,ExternalSocialAccount,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/ExternalSocialAccount/{ID}'), ('describe', '/services/data/v42.0/sobjects/ExternalSocialAccount/describe'), ('sobject', '/services/data/v42.0/sobjects/ExternalSocialAccount')])"
False,True,False,False,True,False,False,False,False,08M,Feed Attachment,Feed Attachments,False,False,False,FeedAttachment,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/FeedAttachment/{ID}'), ('describe', '/services/data/v42.0/sobjects/FeedAttachment/describe'), ('sobject', '/services/data/v42.0/sobjects/FeedAttachment')])"
False,True,False,False,True,False,False,False,False,0D7,Feed Comment,Feed Comments,False,False,False,FeedComment,True,True,True,True,True,False,True,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/FeedComment/{ID}'), ('describe', '/services/data/v42.0/sobjects/FeedComment/describe'), ('sobject', '/services/data/v42.0/sobjects/FeedComment')])"
False,True,False,False,True,False,False,False,False,0D5,Feed Item,Feed Items,True,False,False,FeedItem,True,True,True,True,True,False,True,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/FeedItem/{ID}'), ('describe', '/services/data/v42.0/sobjects/FeedItem/describe'), ('quickActions', '/services/data/v42.0/sobjects/FeedItem/quickActions'), ('layouts', '/services/data/v42.0/sobjects/FeedItem/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/FeedItem')])"
False,True,False,False,True,False,False,False,False,0I0,Feed Like,Feed Likes,False,False,False,FeedLike,False,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/FeedLike/{ID}'), ('describe', '/services/data/v42.0/sobjects/FeedLike/describe'), ('sobject', '/services/data/v42.0/sobjects/FeedLike')])"
False,False,False,False,False,False,False,False,False,08U,Feed Revision,Feed Revisions,False,False,False,FeedRevision,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/FeedRevision/{ID}'), ('describe', '/services/data/v42.0/sobjects/FeedRevision/describe'), ('sobject', '/services/data/v42.0/sobjects/FeedRevision')])"
False,True,False,False,True,False,False,False,False,0QJ,Feed Signal,Feed Signals,False,False,False,FeedSignal,False,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/FeedSignal/{ID}'), ('describe', '/services/data/v42.0/sobjects/FeedSignal/describe'), ('sobject', '/services/data/v42.0/sobjects/FeedSignal')])"
False,False,False,False,False,False,False,False,False,0D6,Feed Tracked Change,Feed Tracked Changes,False,False,False,FeedTrackedChange,False,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/FeedTrackedChange/{ID}'), ('describe', '/services/data/v42.0/sobjects/FeedTrackedChange/describe'), ('sobject', '/services/data/v42.0/sobjects/FeedTrackedChange')])"
False,False,False,False,False,False,False,False,False,4fe,Field Definition,Field Definitions,False,False,False,FieldDefinition,True,False,False,True,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/FieldDefinition/{ID}'), ('describe', '/services/data/v42.0/sobjects/FieldDefinition/describe'), ('sobject', '/services/data/v42.0/sobjects/FieldDefinition')])"
False,False,False,False,False,False,False,False,False,01k,Field Permissions,Field Permissions,False,False,False,FieldPermissions,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/FieldPermissions/{ID}'), ('describe', '/services/data/v42.0/sobjects/FieldPermissions/describe'), ('sobject', '/services/data/v42.0/sobjects/FieldPermissions')])"
False,False,False,False,False,False,False,False,False,022,Fiscal Year Settings,Fiscal Year Settings,False,False,False,FiscalYearSettings,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/FiscalYearSettings/{ID}'), ('describe', '/services/data/v42.0/sobjects/FiscalYearSettings/describe'), ('sobject', '/services/data/v42.0/sobjects/FiscalYearSettings')])"
False,False,False,False,False,False,False,False,False,06i,Flex Queue Item,Flex Queue Items,False,False,False,FlexQueueItem,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/FlexQueueItem/{ID}'), ('describe', '/services/data/v42.0/sobjects/FlexQueueItem/describe'), ('sobject', '/services/data/v42.0/sobjects/FlexQueueItem')])"
False,False,False,False,True,False,False,False,False,0Fo,Flow Interview,Flow Interviews,True,False,False,FlowInterview,True,True,True,False,False,False,False,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/FlowInterview/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/FlowInterview/{ID}'), ('describe', '/services/data/v42.0/sobjects/FlowInterview/describe'), ('layouts', '/services/data/v42.0/sobjects/FlowInterview/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/FlowInterview')])"
False,True,False,False,True,False,False,False,False,,Flow Interview Share,Flow Interview Share,False,False,False,FlowInterviewShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/FlowInterviewShare/{ID}'), ('describe', '/services/data/v42.0/sobjects/FlowInterviewShare/describe'), ('sobject', '/services/data/v42.0/sobjects/FlowInterviewShare')])"
