activateable,createable,custom,customSetting,deletable,deprecatedAndHidden,feedEnabled,hasSubtypes,isSubtype,keyPrefix,label,labelPlural,layoutable,mergeable,mruEnabled,name,queryable,replicateable,retrieveable,searchable,triggerable,undeletable,updateable,urls
False,False,False,False,False,False,False,False,False,,Accepted Event Relation,Accepted Event Relations,False,False,False,AcceptedEventRelation,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/AcceptedEventRelation/{ID}'), ('describe', '/services/data/v42.0/sobjects/AcceptedEventRelation/describe'), ('sobject', '/services/data/v42.0/sobjects/AcceptedEventRelation')])"
False,True,False,False,True,False,True,False,False,001,Account,Accounts,True,True,True,Account,True,True,True,True,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/Account/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/Account/{ID}'), ('approvalLayouts', '/services/data/v42.0/sobjects/Account/describe/approvalLayouts'), ('listviews', '/services/data/v42.0/sobjects/Account/listviews'), ('describe', '/services/data/v42.0/sobjects/Account/describe'), ('quickActions', '/services/data/v42.0/sobjects/Account/quickActions'), ('layouts', '/services/data/v42.0/sobjects/Account/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/Account')])"
False,False,False,False,False,False,False,False,False,,Account Change Event,Account Change Event,False,False,False,AccountChangeEvent,False,False,True,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/AccountChangeEvent/{ID}'), ('eventSchema', '/services/data/v42.0/sobjects/AccountChangeEvent/eventSchema'), ('describe', '/services/data/v42.0/sobjects/AccountChangeEvent/describe'), ('sobject', '/services/data/v42.0/sobjects/AccountChangeEvent')])"
False,True,False,False,True,False,False,False,False,07k,Account Contact Relationship,Account Contact Relationships,True,False,False,AccountContactRelation,True,True,True,False,True,False,True,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/AccountContactRelation/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/AccountContactRelation/{ID}'), ('describe', '/services/data/v42.0/sobjects/AccountContactRelation/describe'), ('quickActions', '/services/data/v42.0/sobjects/AccountContactRelation/quickActions'), ('layouts', '/services/data/v42.0/sobjects/AccountContactRelation/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/AccountContactRelation')])"
False,True,False,False,True,False,False,False,False,02Z,Account Contact Role,Account Contact Roles,False,False,False,AccountContactRole,True,True,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/AccountContactRole/{ID}'), ('describe', '/services/data/v42.0/sobjects/AccountContactRole/describe'), ('sobject', '/services/data/v42.0/sobjects/AccountContactRole')])"
False,False,False,False,True,False,False,False,False,,Account Feed,Account Feed,False,False,False,AccountFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/AccountFeed/{ID}'), ('describe', '/services/data/v42.0/sobjects/AccountFeed/describe'), ('sobject', '/services/data/v42.0/sobjects/AccountFeed')])"
False,False,False,False,False,False,False,False,False,,Account History,Account History,False,False,False,AccountHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/AccountHistory/{ID}'), ('describe', '/services/data/v42.0/sobjects/AccountHistory/describe'), ('sobject', '/services/data/v42.0/sobjects/AccountHistory')])"
False,True,False,False,True,False,False,False,False,00I,Account Partner,Account Partner,False,False,False,AccountPartner,True,False,True,False,False,False,False,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/AccountPartner/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/AccountPartner/{ID}'), ('describe', '/services/data/v42.0/sobjects/AccountPartner/describe'), ('sobject', '/services/data/v42.0/sobjects/AccountPartner')])"
False,True,False,False,True,False,False,False,False,00r,Account Share,Account Share,False,False,False,AccountShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/AccountShare/{ID}'), ('describe', '/services/data/v42.0/sobjects/AccountShare/describe'), ('sobject', '/services/data/v42.0/sobjects/AccountShare')])"
False,True,False,False,True,False,False,False,False,01M,Account Team Member,Account Team,True,False,False,AccountTeamMember,True,True,True,False,True,False,True,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/AccountTeamMember/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/AccountTeamMember/{ID}'), ('describe', '/services/data/v42.0/sobjects/AccountTeamMember/describe'), ('layouts', '/services/data/v42.0/sobjects/AccountTeamMember/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/AccountTeamMember')])"
False,False,False,False,False,False,False,False,False,07g,Action Link Group Template,Action Link Group Templates,True,False,True,ActionLinkGroupTemplate,True,False,True,False,False,False,False,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/ActionLinkGroupTemplate/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/ActionLinkGroupTemplate/{ID}'), ('describe', '/services/data/v42.0/sobjects/ActionLinkGroupTemplate/describe'), ('layouts', '/services/data/v42.0/sobjects/ActionLinkGroupTemplate/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/ActionLinkGroupTemplate')])"
False,False,False,False,False,False,False,False,False,07l,Action Link Template,Action Link Templates,True,False,False,ActionLinkTemplate,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/ActionLinkTemplate/{ID}'), ('describe', '/services/data/v42.0/sobjects/ActionLinkTemplate/describe'), ('layouts', '/services/data/v42.0/sobjects/ActionLinkTemplate/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/ActionLinkTemplate')])"
False,False,False,False,False,False,False,False,False,,Activity History,Activity History,False,False,False,ActivityHistory,False,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/ActivityHistory/{ID}'), ('describe', '/services/data/v42.0/sobjects/ActivityHistory/describe'), ('sobject', '/services/data/v42.0/sobjects/ActivityHistory')])"
False,False,False,False,False,False,False,False,False,04m,Additional Directory Number,Additional Directory Numbers,False,False,False,AdditionalNumber,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/AdditionalNumber/{ID}'), ('describe', '/services/data/v42.0/sobjects/AdditionalNumber/describe'), ('sobject', '/services/data/v42.0/sobjects/AdditionalNumber')])"
False,False,False,False,False,False,False,False,False,,Aggregate Result,Aggregate Result,False,False,False,AggregateResult,False,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/AggregateResult/{ID}'), ('describe', '/services/data/v42.0/sobjects/AggregateResult/describe'), ('sobject', '/services/data/v42.0/sobjects/AggregateResult')])"
False,True,False,False,True,False,False,False,False,0Bt,Announcement,Announcements,False,False,False,Announcement,True,True,True,False,False,True,True,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/Announcement/{ID}'), ('describe', '/services/data/v42.0/sobjects/Announcement/describe'), ('sobject', '/services/data/v42.0/sobjects/Announcement')])"
False,False,False,False,False,False,False,False,False,01p,Apex Class,Apex Classes,False,False,True,ApexClass,True,True,True,True,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/ApexClass/{ID}'), ('describe', '/services/data/v42.0/sobjects/ApexClass/describe'), ('sobject', '/services/data/v42.0/sobjects/ApexClass')])"
False,False,False,False,False,False,False,False,False,099,Visualforce Component,Visualforce Components,False,False,True,ApexComponent,True,True,True,True,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/ApexComponent/{ID}'), ('describe', '/services/data/v42.0/sobjects/ApexComponent/describe'), ('sobject', '/services/data/v42.0/sobjects/ApexComponent')])"
False,False,False,False,False,False,False,False,False,066,Visualforce Page,Visualforce Pages,False,False,True,ApexPage,True,True,True,True,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/ApexPage/{ID}'), ('describe', '/services/data/v42.0/sobjects/ApexPage/describe'), ('sobject', '/services/data/v42.0/sobjects/ApexPage')])"
False,False,False,False,False,False,False,False,False,4ve,Apex Page Info,Apex Pages Info,False,False,False,ApexPageInfo,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/ApexPageInfo/{ID}'), ('describe', '/services/data/v42.0/sobjects/ApexPageInfo/describe'), ('sobject', '/services/data/v42.0/sobjects/ApexPageInfo')])"
False,True,False,False,False,False,False,False,False,709,Apex Test Queue Item,Apex Test Queue Items,False,False,False,ApexTestQueueItem,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/ApexTestQueueItem/{ID}'), ('describe', '/services/data/v42.0/sobjects/ApexTestQueueItem/describe'), ('sobject', '/services/data/v42.0/sobjects/ApexTestQueueItem')])"
False,True,False,False,True,False,False,False,False,07M,Apex Test Result,Apex Test Results,False,False,False,ApexTestResult,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/ApexTestResult/{ID}'), ('describe', '/services/data/v42.0/sobjects/ApexTestResult/describe'), ('sobject', '/services/data/v42.0/sobjects/ApexTestResult')])"
False,True,False,False,True,False,False,False,False,05n,Apex Test Result Limit,Apex Test Result Limit,False,False,False,ApexTestResultLimits,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/ApexTestResultLimits/{ID}'), ('describe', '/services/data/v42.0/sobjects/ApexTestResultLimits/describe'), ('sobject', '/services/data/v42.0/sobjects/ApexTestResultLimits')])"
False,True,False,False,True,False,False,False,False,05m,Apex Test Run Result,Apex Test Run Result,False,False,False,ApexTestRunResult,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/ApexTestRunResult/{ID}'), ('describe', '/services/data/v42.0/sobjects/ApexTestRunResult/describe'), ('sobject', '/services/data/v42.0/sobjects/ApexTestRunResult')])"
False,False,False,False,False,False,False,False,False,05F,Apex Test Suite,Apex Test Suites,False,False,False,ApexTestSuite,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/ApexTestSuite/{ID}'), ('describe', '/services/data/v42.0/sobjects/ApexTestSuite/describe'), ('sobject', '/services/data/v42.0/sobjects/ApexTestSuite')])"
False,False,False,False,False,False,False,False,False,01q,Apex Trigger,Apex Triggers,False,False,True,ApexTrigger,True,True,True,True,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/ApexTrigger/{ID}'), ('describe', '/services/data/v42.0/sobjects/ApexTrigger/describe'), ('sobject', '/services/data/v42.0/sobjects/ApexTrigger')])"
False,False,False,False,False,False,False,False,False,0DS,AppMenuItem,AppMenuItems,False,False,False,AppMenuItem,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/AppMenuItem/{ID}'), ('describe', '/services/data/v42.0/sobjects/AppMenuItem/describe'), ('sobject', '/services/data/v42.0/sobjects/AppMenuItem')])"
False,False,False,False,False,False,False,False,False,806,Approval,Approval,False,False,False,Approval,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/Approval/{ID}'), ('describe', '/services/data/v42.0/sobjects/Approval/describe'), ('sobject', '/services/data/v42.0/sobjects/Approval')])"
False,True,False,False,False,False,False,False,False,02i,Asset,Assets,True,False,True,Asset,True,True,True,True,True,False,True,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/Asset/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/Asset/{ID}'), ('approvalLayouts', '/services/data/v42.0/sobjects/Asset/describe/approvalLayouts'), ('listviews', '/services/data/v42.0/sobjects/Asset/listviews'), ('describe', '/services/data/v42.0/sobjects/Asset/describe'), ('quickActions', '/services/data/v42.0/sobjects/Asset/quickActions'), ('layouts', '/services/data/v42.0/sobjects/Asset/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/Asset')])"
False,False,False,False,False,False,False,False,False,,Asset Change Event,Asset Change Event,False,False,False,AssetChangeEvent,False,False,True,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/AssetChangeEvent/{ID}'), ('eventSchema', '/services/data/v42.0/sobjects/AssetChangeEvent/eventSchema'), ('describe', '/services/data/v42.0/sobjects/AssetChangeEvent/describe'), ('sobject', '/services/data/v42.0/sobjects/AssetChangeEvent')])"
False,False,False,False,True,False,False,False,False,,Asset Feed,Asset Feed,False,False,False,AssetFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/AssetFeed/{ID}'), ('describe', '/services/data/v42.0/sobjects/AssetFeed/describe'), ('sobject', '/services/data/v42.0/sobjects/AssetFeed')])"
False,False,False,False,False,False,False,False,False,,Asset History,Asset History,False,False,False,AssetHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/AssetHistory/{ID}'), ('describe', '/services/data/v42.0/sobjects/AssetHistory/describe'), ('sobject', '/services/data/v42.0/sobjects/AssetHistory')])"
False,True,False,False,True,False,False,False,False,1AR,Asset Relationship,Asset Relationships,True,False,True,AssetRelationship,True,True,True,True,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/AssetRelationship/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/AssetRelationship/{ID}'), ('approvalLayouts', '/services/data/v42.0/sobjects/AssetRelationship/describe/approvalLayouts'), ('describe', '/services/data/v42.0/sobjects/AssetRelationship/describe'), ('quickActions', '/services/data/v42.0/sobjects/AssetRelationship/quickActions'), ('layouts', '/services/data/v42.0/sobjects/AssetRelationship/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/AssetRelationship')])"
False,False,False,False,True,False,False,False,False,,Asset Relationship Feed,Asset Relationship Feed,False,False,False,AssetRelationshipFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/AssetRelationshipFeed/{ID}'), ('describe', '/services/data/v42.0/sobjects/AssetRelationshipFeed/describe'), ('sobject', '/services/data/v42.0/sobjects/AssetRelationshipFeed')])"
False,False,False,False,False,False,False,False,False,,Asset Relationship History,Asset Relationship History,False,False,False,AssetRelationshipHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/AssetRelationshipHistory/{ID}'), ('describe', '/services/data/v42.0/sobjects/AssetRelationshipHistory/describe'), ('sobject', '/services/data/v42.0/sobjects/AssetRelationshipHistory')])"
False,False,False,False,False,False,False,False,False,70a,Asset Share,Asset Share,False,False,False,AssetShare,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/AssetShare/{ID}'), ('describe', '/services/data/v42.0/sobjects/AssetShare/describe'), ('sobject', '/services/data/v42.0/sobjects/AssetShare')])"
False,False,False,False,False,False,False,False,False,0Li,Asset Token Event,Asset Token Events,False,False,False,AssetTokenEvent,False,False,False,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/AssetTokenEvent/{ID}'), ('eventSchema', '/services/data/v42.0/sobjects/AssetTokenEvent/eventSchema'), ('describe', '/services/data/v42.0/sobjects/AssetTokenEvent/describe'), ('sobject', '/services/data/v42.0/sobjects/AssetTokenEvent')])"
False,False,False,False,False,False,False,False,False,01Q,Assignment Rule,Assignment Rules,False,False,False,AssignmentRule,True,False,True,True,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/AssignmentRule/{ID}'), ('describe', '/services/data/v42.0/sobjects/AssignmentRule/describe'), ('sobject', '/services/data/v42.0/sobjects/AssignmentRule')])"
False,True,False,False,True,False,False,False,False,0Kt,Associated Location,Associated Locations,True,False,True,AssociatedLocation,True,True,True,False,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/AssociatedLocation/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/AssociatedLocation/{ID}'), ('describe', '/services/data/v42.0/sobjects/AssociatedLocation/describe'), ('layouts', '/services/data/v42.0/sobjects/AssociatedLocation/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/AssociatedLocation')])"
False,False,False,False,False,False,False,False,False,,Associated Location History,Associated Location History,False,False,False,AssociatedLocationHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/AssociatedLocationHistory/{ID}'), ('describe', '/services/data/v42.0/sobjects/AssociatedLocationHistory/describe'), ('sobject', '/services/data/v42.0/sobjects/AssociatedLocationHistory')])"
False,False,False,False,False,False,False,False,False,707,Apex Job,Apex Jobs,False,False,False,AsyncApexJob,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/AsyncApexJob/{ID}'), ('describe', '/services/data/v42.0/sobjects/AsyncApexJob/describe'), ('sobject', '/services/data/v42.0/sobjects/AsyncApexJob')])"
False,False,False,False,False,False,False,False,False,,Attached Content Document,Attached Content Documents,False,False,False,AttachedContentDocument,False,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/AttachedContentDocument/{ID}'), ('describe', '/services/data/v42.0/sobjects/AttachedContentDocument/describe'), ('sobject', '/services/data/v42.0/sobjects/AttachedContentDocument')])"
False,False,False,False,False,False,False,False,False,,Note,Notes,False,False,False,AttachedContentNote,False,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/AttachedContentNote/{ID}'), ('describe', '/services/data/v42.0/sobjects/AttachedContentNote/describe'), ('sobject', '/services/data/v42.0/sobjects/AttachedContentNote')])"
False,True,False,False,True,False,False,False,False,00P,Attachment,Attachments,False,False,False,Attachment,True,True,True,True,True,True,True,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/Attachment/{ID}'), ('describe', '/services/data/v42.0/sobjects/Attachment/describe'), ('sobject', '/services/data/v42.0/sobjects/Attachment')])"
False,False,False,False,False,False,False,False,False,0Ad,Lightning Component Definition,Lightning Component Definitions,False,False,False,AuraDefinition,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/AuraDefinition/{ID}'), ('describe', '/services/data/v42.0/sobjects/AuraDefinition/describe'), ('sobject', '/services/data/v42.0/sobjects/AuraDefinition')])"
False,False,False,False,False,False,False,False,False,0Ab,Aura Component Bundle,Aura Component Bundles,False,False,False,AuraDefinitionBundle,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/AuraDefinitionBundle/{ID}'), ('describe', '/services/data/v42.0/sobjects/AuraDefinitionBundle/describe'), ('sobject', '/services/data/v42.0/sobjects/AuraDefinitionBundle')])"
False,False,False,False,False,False,False,False,False,0ab,AuraDefinitionBundle Info,AuraDefinitionBundle Infos,False,False,False,AuraDefinitionBundleInfo,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/AuraDefinitionBundleInfo/{ID}'), ('describe', '/services/data/v42.0/sobjects/AuraDefinitionBundleInfo/describe'), ('sobject', '/services/data/v42.0/sobjects/AuraDefinitionBundleInfo')])"
False,False,False,False,False,False,False,False,False,0ad,AuraDefinition Info,AuraDefinition Infos,False,False,False,AuraDefinitionInfo,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/AuraDefinitionInfo/{ID}'), ('describe', '/services/data/v42.0/sobjects/AuraDefinitionInfo/describe'), ('sobject', '/services/data/v42.0/sobjects/AuraDefinitionInfo')])"
False,False,False,False,False,False,False,False,False,07T,Authentication Configuration,Authentication Configurations,False,False,False,AuthConfig,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/AuthConfig/{ID}'), ('describe', '/services/data/v42.0/sobjects/AuthConfig/describe'), ('sobject', '/services/data/v42.0/sobjects/AuthConfig')])"
False,False,False,False,False,False,False,False,False,07U,Authentication Configuration Auth. Provider,Authentication Configuration Auth. Providers,False,False,False,AuthConfigProviders,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/AuthConfigProviders/{ID}'), ('describe', '/services/data/v42.0/sobjects/AuthConfigProviders/describe'), ('sobject', '/services/data/v42.0/sobjects/AuthConfigProviders')])"
False,False,False,False,True,False,False,False,False,0Ak,Auth Session,Auth Sessions,False,False,False,AuthSession,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/AuthSession/{ID}'), ('describe', '/services/data/v42.0/sobjects/AuthSession/describe'), ('sobject', '/services/data/v42.0/sobjects/AuthSession')])"
False,False,False,False,False,False,False,False,False,016,Letterhead,Letterheads,False,False,False,BrandTemplate,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/BrandTemplate/{ID}'), ('describe', '/services/data/v42.0/sobjects/BrandTemplate/describe'), ('sobject', '/services/data/v42.0/sobjects/BrandTemplate')])"
False,True,False,False,False,False,False,False,False,0Lw,Branding Set,Branding Sets,False,False,False,BrandingSet,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/BrandingSet/{ID}'), ('describe', '/services/data/v42.0/sobjects/BrandingSet/describe'), ('sobject', '/services/data/v42.0/sobjects/BrandingSet')])"
False,True,False,False,False,False,False,False,False,0Ly,Branding Set Property,Branding Set Properties,False,False,False,BrandingSetProperty,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/BrandingSetProperty/{ID}'), ('describe', '/services/data/v42.0/sobjects/BrandingSetProperty/describe'), ('sobject', '/services/data/v42.0/sobjects/BrandingSetProperty')])"
False,False,False,False,False,False,False,False,False,01m,Business Hours,Business Hours,True,False,True,BusinessHours,True,True,True,True,False,False,False,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/BusinessHours/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/BusinessHours/{ID}'), ('describe', '/services/data/v42.0/sobjects/BusinessHours/describe'), ('layouts', '/services/data/v42.0/sobjects/BusinessHours/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/BusinessHours')])"
False,False,False,False,False,False,False,False,False,019,Business Process,Business Process,False,False,False,BusinessProcess,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/BusinessProcess/{ID}'), ('describe', '/services/data/v42.0/sobjects/BusinessProcess/describe'), ('sobject', '/services/data/v42.0/sobjects/BusinessProcess')])"
False,False,False,False,False,False,False,False,False,04v,Call Center,Call Centers,False,False,False,CallCenter,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/CallCenter/{ID}'), ('describe', '/services/data/v42.0/sobjects/CallCenter/describe'), ('sobject', '/services/data/v42.0/sobjects/CallCenter')])"
False,False,False,False,False,False,False,False,False,701,Campaign,Campaigns,True,False,True,Campaign,True,True,True,True,True,False,False,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/Campaign/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/Campaign/{ID}'), ('approvalLayouts', '/services/data/v42.0/sobjects/Campaign/describe/approvalLayouts'), ('listviews', '/services/data/v42.0/sobjects/Campaign/listviews'), ('describe', '/services/data/v42.0/sobjects/Campaign/describe'), ('quickActions', '/services/data/v42.0/sobjects/Campaign/quickActions'), ('layouts', '/services/data/v42.0/sobjects/Campaign/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/Campaign')])"
False,False,False,False,False,False,False,False,False,,Campaign Change Event,Campaign Change Event,False,False,False,CampaignChangeEvent,False,False,True,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/CampaignChangeEvent/{ID}'), ('eventSchema', '/services/data/v42.0/sobjects/CampaignChangeEvent/eventSchema'), ('describe', '/services/data/v42.0/sobjects/CampaignChangeEvent/describe'), ('sobject', '/services/data/v42.0/sobjects/CampaignChangeEvent')])"
False,False,False,False,True,False,False,False,False,,Campaign Feed,Campaign Feed,False,False,False,CampaignFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/CampaignFeed/{ID}'), ('describe', '/services/data/v42.0/sobjects/CampaignFeed/describe'), ('sobject', '/services/data/v42.0/sobjects/CampaignFeed')])"
False,False,False,False,False,False,False,False,False,,Campaign Field History,Campaign Field History,False,False,False,CampaignHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/CampaignHistory/{ID}'), ('describe', '/services/data/v42.0/sobjects/CampaignHistory/describe'), ('sobject', '/services/data/v42.0/sobjects/CampaignHistory')])"
False,False,False,False,False,False,False,False,False,03V,Campaign Influence Model,Campaign Influence Models,False,False,False,CampaignInfluenceModel,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/CampaignInfluenceModel/{ID}'), ('describe', '/services/data/v42.0/sobjects/CampaignInfluenceModel/describe'), ('sobject', '/services/data/v42.0/sobjects/CampaignInfluenceModel')])"
False,True,False,False,True,False,False,False,False,00v,Campaign Member,Campaign Members,True,False,False,CampaignMember,True,True,True,False,True,False,True,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/CampaignMember/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/CampaignMember/{ID}'), ('describe', '/services/data/v42.0/sobjects/CampaignMember/describe'), ('layouts', '/services/data/v42.0/sobjects/CampaignMember/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/CampaignMember')])"
False,False,False,False,False,False,False,False,False,01Y,Campaign Member Status,Campaign Member Statuses,True,False,False,CampaignMemberStatus,True,True,True,False,False,False,False,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/CampaignMemberStatus/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/CampaignMemberStatus/{ID}'), ('describe', '/services/data/v42.0/sobjects/CampaignMemberStatus/describe'), ('layouts', '/services/data/v42.0/sobjects/CampaignMemberStatus/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/CampaignMemberStatus')])"
False,False,False,False,False,False,False,False,False,08s,Campaign Share,Campaign Share,False,False,False,CampaignShare,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/CampaignShare/{ID}'), ('describe', '/services/data/v42.0/sobjects/CampaignShare/describe'), ('sobject', '/services/data/v42.0/sobjects/CampaignShare')])"
False,True,False,False,False,False,True,False,False,500,Case,Cases,True,False,True,Case,True,True,True,True,True,False,True,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/Case/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/Case/{ID}'), ('approvalLayouts', '/services/data/v42.0/sobjects/Case/describe/approvalLayouts'), ('caseArticleSuggestions', '/services/data/v42.0/sobjects/Case/suggestedArticles'), ('caseRowArticleSuggestions', '/services/data/v42.0/sobjects/Case/{ID}/suggestedArticles'), ('listviews', '/services/data/v42.0/sobjects/Case/listviews'), ('describe', '/services/data/v42.0/sobjects/Case/describe'), ('quickActions', '/services/data/v42.0/sobjects/Case/quickActions'), ('layouts', '/services/data/v42.0/sobjects/Case/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/Case')])"
False,False,False,False,False,False,False,False,False,,Case Change Event,Case Change Event,False,False,False,CaseChangeEvent,False,False,True,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/CaseChangeEvent/{ID}'), ('eventSchema', '/services/data/v42.0/sobjects/CaseChangeEvent/eventSchema'), ('describe', '/services/data/v42.0/sobjects/CaseChangeEvent/describe'), ('sobject', '/services/data/v42.0/sobjects/CaseChangeEvent')])"
