         20475167 function calls (20447362 primitive calls) in 12.383 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        1    0.000    0.000    0.000    0.000 calibrator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calibrator.py:14(Calibrator)
       11    0.000    0.000    0.000    0.000 calibrator.py:15(__init__)
     6483    0.030    0.000    0.184    0.000 calibrator.py:22(convert)
       11    0.000    0.000    0.000    0.000 calibrator.py:35(_apply_calibration)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 charset.py:6(<module>)
        2    0.000    0.000    0.000    0.000 codecs.py:185(__init__)
       10    0.000    0.000    0.000    0.000 codecs.py:259(__init__)
       10    0.000    0.000    0.000    0.000 codecs.py:308(__init__)
       40    0.000    0.000    0.000    0.000 codecs.py:318(decode)
        1    0.000    0.000    0.000    0.000 config.py:164(_handle_existing_loggers)
        1    0.000    0.000    0.005    0.005 config.py:25(<module>)
        3    0.000    0.000    0.000    0.000 config.py:274(valid_ident)
        1    0.000    0.000    0.000    0.000 config.py:281(ConvertingMixin)
       45    0.000    0.000    0.000    0.000 config.py:284(convert_with_key)
        1    0.000    0.000    0.000    0.000 config.py:314(ConvertingDict)
       16    0.000    0.000    0.000    0.000 config.py:317(__getitem__)
       12    0.000    0.000    0.000    0.000 config.py:321(get)
       17    0.000    0.000    0.000    0.000 config.py:325(pop)
        1    0.000    0.000    0.000    0.000 config.py:329(ConvertingList)
        1    0.000    0.000    0.000    0.000 config.py:339(ConvertingTuple)
        1    0.000    0.000    0.001    0.001 config.py:346(BaseConfigurator)
        1    0.000    0.000    0.000    0.000 config.py:366(__init__)
        3    0.000    0.000    0.000    0.000 config.py:370(resolve)
       45    0.000    0.000    0.000    0.000 config.py:431(convert)
        1    0.000    0.000    0.000    0.000 config.py:479(DictConfigurator)
        1    0.000    0.000    0.000    0.000 config.py:485(configure)
        1    0.000    0.000    0.000    0.000 config.py:644(configure_formatter)
        3    0.000    0.000    0.000    0.000 config.py:689(configure_handler)
        3    0.000    0.000    0.000    0.000 config.py:729(<listcomp>)
        1    0.000    0.000    0.000    0.000 config.py:752(add_handlers)
        1    0.000    0.000    0.000    0.000 config.py:760(common_logger_config)
        1    0.000    0.000    0.000    0.000 config.py:786(configure_root)
        1    0.000    0.000    0.000    0.000 config.py:793(dictConfig)
       25    0.000    0.000    0.000    0.000 configparser.py:1018(<dictcomp>)
        1    0.000    0.000    0.000    0.000 configparser.py:1113(_join_multiline_values)
       24    0.000    0.000    0.000    0.000 configparser.py:1131(_unify_values)
        3    0.000    0.000    0.000    0.000 configparser.py:1179(converters)
        1    0.000    0.000    0.000    0.000 configparser.py:1184(ConfigParser)
        1    0.000    0.000    0.000    0.000 configparser.py:1203(SafeConfigParser)
        1    0.000    0.000    0.000    0.000 configparser.py:1216(SectionProxy)
        3    0.000    0.000    0.000    0.000 configparser.py:1219(__init__)
       12    0.000    0.000    0.000    0.000 configparser.py:1231(__getitem__)
        1    0.000    0.000    0.000    0.000 configparser.py:1286(ConverterMapping)
        1    0.000    0.000    0.000    0.000 configparser.py:1296(__init__)
        3    0.000    0.000    0.000    0.000 configparser.py:1338(__iter__)
        1    0.000    0.000    0.003    0.003 configparser.py:139(<module>)
        1    0.000    0.000    0.000    0.000 configparser.py:167(Error)
        1    0.000    0.000    0.000    0.000 configparser.py:180(NoSectionError)
        1    0.000    0.000    0.000    0.000 configparser.py:189(DuplicateSectionError)
        1    0.000    0.000    0.000    0.000 configparser.py:215(DuplicateOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:242(NoOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:253(InterpolationError)
        1    0.000    0.000    0.000    0.000 configparser.py:263(InterpolationMissingOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:275(InterpolationSyntaxError)
        1    0.000    0.000    0.000    0.000 configparser.py:283(InterpolationDepthError)
        1    0.000    0.000    0.000    0.000 configparser.py:296(ParsingError)
        1    0.000    0.000    0.000    0.000 configparser.py:339(MissingSectionHeaderError)
        1    0.000    0.000    0.000    0.000 configparser.py:359(Interpolation)
        3    0.000    0.000    0.000    0.000 configparser.py:368(before_read)
        1    0.000    0.000    0.000    0.000 configparser.py:375(BasicInterpolation)
       12    0.000    0.000    0.000    0.000 configparser.py:392(before_get)
       12    0.000    0.000    0.000    0.000 configparser.py:405(_interpolate_some)
        1    0.000    0.000    0.000    0.000 configparser.py:447(ExtendedInterpolation)
        1    0.000    0.000    0.000    0.000 configparser.py:521(LegacyInterpolation)
        1    0.000    0.000    0.002    0.002 configparser.py:559(RawConfigParser)
        1    0.000    0.000    0.000    0.000 configparser.py:600(__init__)
        8    0.000    0.000    0.000    0.000 configparser.py:663(has_section)
        1    0.000    0.000    0.000    0.000 configparser.py:679(read)
    24/12    0.000    0.000    0.000    0.000 configparser.py:765(get)
       39    0.000    0.000    0.000    0.000 configparser.py:873(optionxform)
       12    0.000    0.000    0.000    0.000 configparser.py:876(has_option)
        8    0.000    0.000    0.000    0.000 configparser.py:957(__getitem__)
        1    0.000    0.000    0.000    0.000 configparser.py:991(_read)
        1    0.000    0.000    0.000    0.000 connection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:11(Connection)
        4    0.000    0.000    0.000    0.000 connection.py:13(__init__)
    65688    0.011    0.000    0.011    0.000 connection.py:19(device)
        4    0.000    0.000    0.000    0.000 connection.py:22(name)
        8    0.000    0.000    0.000    0.000 connection.py:25(open)
        9    0.000    0.000    0.000    0.000 connection.py:30(close)
    71652    0.035    0.000    0.063    0.000 connection.py:33(isOpen)
    65720    0.032    0.000    0.081    0.000 connection.py:36(serial_pause)
   395367    0.134    0.000    0.134    0.000 connection.py:39(data_available)
    65741    0.094    0.000    0.254    0.000 connection.py:42(flush_input)
   263936    0.206    0.000    0.353    0.000 connection.py:47(wait_for_data)
   131922    0.242    0.000    0.762    0.000 connection.py:55(readline_string)
    65691    0.089    0.000    2.448    0.000 connection.py:70(write_string)
        1    0.000    0.000    0.000    0.000 contextlib.py:129(contextmanager)
        1    0.000    0.000    0.000    0.000 copy.py:111(_copy_immutable)
 16075/15    0.013    0.000    0.026    0.002 copy.py:132(deepcopy)
    14881    0.001    0.000    0.001    0.000 copy.py:190(_deepcopy_atomic)
      3/2    0.000    0.000    0.000    0.000 copy.py:236(_deepcopy_dict)
     1194    0.000    0.000    0.001    0.000 copy.py:252(_keep_alive)
 1662/484    0.005    0.000    0.027    0.000 copy.py:268(_reconstruct)
      474    0.001    0.000    0.003    0.000 copy.py:66(copy)
      471    0.000    0.000    0.000    0.000 copyreg.py:87(__newobj__)
       17    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
        1    0.000    0.000    0.000    0.000 datetime.py:1023(time)
        2    0.000    0.000    0.000    0.000 datetime.py:1048(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1360(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1368(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1949(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:1972(_create)
       35    0.000    0.000    0.000    0.000 datetime.py:261(_check_int_field)
        5    0.000    0.000    0.000    0.000 datetime.py:278(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:291(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:308(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 datetime.py:336(timedelta)
        9    0.000    0.000    0.000    0.000 datetime.py:355(__new__)
        3    0.000    0.000    0.000    0.000 datetime.py:40(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:45(_days_in_month)
        1    0.000    0.000    0.001    0.001 datetime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:530(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:658(date)
        2    0.000    0.000    0.000    0.000 datetime.py:688(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:953(tzinfo)
        1    0.000    0.000    0.002    0.002 decoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 decoder.py:253(JSONDecoder)
        3    0.000    0.000    0.000    0.000 decoder.py:283(__init__)
       17    0.000    0.000    0.010    0.001 decoder.py:334(decode)
       17    0.010    0.001    0.010    0.001 decoder.py:345(raw_decode)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dis.py:178(Instruction)
        1    0.000    0.000    0.000    0.000 dis.py:416(Bytecode)
        2    0.000    0.000    0.000    0.000 driver.py:1(<module>)
        1    0.000    0.000    0.000    0.000 driver.py:113(disconnect)
        4    0.000    0.000    0.024    0.006 driver.py:117(connect)
        4    0.000    0.000    0.001    0.000 driver.py:125(prevent_squeal_on_boot)
       10    0.000    0.000    0.036    0.004 driver.py:135(prevent_squeal_after_home)
       10    0.000    0.000    0.000    0.000 driver.py:142(<listcomp>)
    71652    0.044    0.000    0.107    0.000 driver.py:147(is_connected)
        4    0.000    0.000    0.000    0.000 driver.py:152(toggle_port)
        1    0.000    0.000    0.000    0.000 driver.py:16(SmoothieDriver_2_0_0)
    65641    0.037    0.000    2.066    0.000 driver.py:160(wait_for_ok)
       36    0.000    0.000    0.000    0.000 driver.py:166(ignore_next_line)
   131874    0.304    0.000    4.271    0.000 driver.py:169(readline_from_serial)
        4    0.000    0.000    0.000    0.000 driver.py:188(resume)
    11926    0.013    0.000    0.050    0.000 driver.py:203(check_paused_stopped)
    65688    0.063    0.000    0.084    0.000 driver.py:212(is_simulating)
    65687    0.014    0.000    0.014    0.000 driver.py:216(is_recording)
    65687    0.046    0.000    0.144    0.000 driver.py:233(record)
    65687    0.294    0.000    7.055    0.000 driver.py:242(send_command)
        1    0.000    0.000    0.000    0.000 driver.py:25(SmoothieDriver_1_2_0)
    65687    0.028    0.000    0.067    0.000 driver.py:257(<listcomp>)
   131874    0.044    0.000    0.044    0.000 driver.py:269(detect_smoothie_error)
     5963    0.091    0.000   11.035    0.002 driver.py:283(move)
     5963    0.013    0.000    0.034    0.000 driver.py:288(<dictcomp>)
     5963    0.011    0.000    0.016    0.000 driver.py:301(<dictcomp>)
     1779    0.004    0.000    3.327    0.002 driver.py:321(move_plunger)
     4164    0.009    0.000    7.684    0.002 driver.py:324(move_head)
    29835    0.120    0.000    0.785    0.000 driver.py:327(flip_coordinates)
     5963    0.015    0.000    1.861    0.000 driver.py:336(wait_for_arrival)
     5963    0.032    0.000    0.049    0.000 driver.py:361(_get_difference)
       10    0.000    0.000    0.045    0.005 driver.py:371(home)
     5963    0.009    0.000    0.828    0.000 driver.py:406(set_coordinate_system)
       18    0.000    0.000    0.001    0.000 driver.py:450(calm_down)
        4    0.000    0.000    0.000    0.000 driver.py:457(send_halt_command)
    11936    0.047    0.000    4.331    0.000 driver.py:468(get_head_position)
     5973    0.013    0.000    1.828    0.000 driver.py:475(get_plunger_positions)
    11946    0.008    0.000    0.012    0.000 driver.py:479(<dictcomp>)
    17909    0.018    0.000    5.332    0.000 driver.py:486(get_position)
    23872    0.042    0.000    3.569    0.000 driver.py:492(get_current_position)
    23872    0.041    0.000    3.516    0.000 driver.py:498(get_target_position)
     5963    0.029    0.000    0.908    0.000 driver.py:513(set_speed)
     5963    0.004    0.000    0.004    0.000 driver.py:516(<dictcomp>)
     5963    0.017    0.000    0.020    0.000 driver.py:518(<dictcomp>)
     1166    0.001    0.000    0.001    0.000 driver.py:525(set_plunger_speed)
        4    0.001    0.000    0.022    0.006 driver.py:587(read_config_file)
      596    0.001    0.000    0.002    0.000 driver.py:591(<listcomp>)
        4    0.001    0.000    0.019    0.005 driver.py:595(read_sd_file)
        8    0.000    0.000    0.022    0.003 driver.py:610(get_config_value)
        4    0.000    0.000    0.023    0.006 driver.py:621(versions_compatible)
        4    0.000    0.000    0.022    0.006 driver.py:650(get_ot_version)
        4    0.000    0.000    0.001    0.000 driver.py:661(get_firmware_version)
        4    0.000    0.000    0.000    0.000 driver.py:676(get_config_version)
     1181    0.001    0.000    0.001    0.000 driver.py:682(get_dimensions)
        4    0.000    0.000    0.000    0.000 driver.py:696(_apply_defaults)
    47744    0.068    0.000    0.480    0.000 driver.py:709(_parse_axis_values)
    47744    0.261    0.000    0.383    0.000 driver.py:714(<dictcomp>)
        4    0.000    0.000    0.001    0.000 driver.py:81(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:182(encode)
        1    0.000    0.000    0.000    0.000 encoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:204(iterencode)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        9    0.000    0.000    0.000    0.000 enum.py:114(__prepare__)
        9    0.001    0.000    0.001    0.000 enum.py:124(__new__)
        9    0.000    0.000    0.000    0.000 enum.py:135(<dictcomp>)
        9    0.000    0.000    0.000    0.000 enum.py:160(<setcomp>)
       24    0.000    0.000    0.000    0.000 enum.py:179(<genexpr>)
      105    0.000    0.000    0.000    0.000 enum.py:20(_is_descriptor)
     8006    0.003    0.000    0.009    0.000 enum.py:265(__call__)
      126    0.000    0.000    0.000    0.000 enum.py:28(_is_dunder)
        9    0.000    0.000    0.000    0.000 enum.py:310(__getattr__)
        8    0.000    0.000    0.000    0.000 enum.py:335(__members__)
      165    0.000    0.000    0.000    0.000 enum.py:351(__setattr__)
      126    0.000    0.000    0.000    0.000 enum.py:36(_is_sunder)
        8    0.000    0.000    0.002    0.000 enum.py:364(_create_)
       26    0.000    0.000    0.000    0.000 enum.py:417(_get_mixins_)
        9    0.000    0.000    0.000    0.000 enum.py:462(_find_new_)
     7998    0.003    0.000    0.004    0.000 enum.py:515(__new__)
        2    0.000    0.000    0.000    0.000 enum.py:535(_generate_next_value_)
        2    0.000    0.000    0.000    0.000 enum.py:579(__hash__)
      156    0.000    0.000    0.000    0.000 enum.py:592(name)
        8    0.000    0.000    0.000    0.000 enum.py:597(value)
        7    0.000    0.000    0.003    0.000 enum.py:602(_convert)
        7    0.000    0.000    0.001    0.000 enum.py:623(<listcomp>)
       98    0.000    0.000    0.000    0.000 enum.py:628(<lambda>)
        9    0.000    0.000    0.000    0.000 enum.py:65(__init__)
      126    0.000    0.000    0.001    0.000 enum.py:70(__setitem__)
        8    0.000    0.000    0.000    0.000 enum.py:758(_missing_)
        8    0.000    0.000    0.000    0.000 enum.py:765(_create_pseudo_member_)
      270    0.000    0.000    0.001    0.000 enum.py:795(__or__)
     3729    0.004    0.000    0.010    0.000 enum.py:801(__and__)
       68    0.000    0.000    0.000    0.000 enum.py:820(_high_bit)
        8    0.000    0.000    0.000    0.000 enum.py:837(_decompose)
        8    0.000    0.000    0.000    0.000 enum.py:855(<listcomp>)
       23    0.000    0.000    0.000    0.000 enum.py:866(<lambda>)
       84    0.000    0.000    0.000    0.000 enum.py:872(_power_of_two)
        1    0.000    0.000    0.000    0.000 environment.py:1(<module>)
        1    0.000    0.000    0.000    0.000 environment.py:11(infer_app_data_dir)
        1    0.000    0.000    0.000    0.000 environment.py:31(refresh)
        7    0.000    0.000    0.000    0.000 environment.py:55(get_path)
        1    0.000    0.000    0.000    0.000 errors.py:101(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:104(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:78(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:84(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:87(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 errors.py:90(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 expat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.017    0.017 feedparser.py:20(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
       20    0.000    0.000    0.000    0.000 functools.py:44(update_wrapper)
        1    0.000    0.000    0.000    0.000 functools.py:448(lru_cache)
        1    0.000    0.000    0.000    0.000 functools.py:479(decorating_function)
       19    0.000    0.000    0.000    0.000 functools.py:74(wraps)
   197797    0.193    0.000    0.253    0.000 genericpath.py:117(_splitext)
       79    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
      116    0.000    0.000    0.001    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 handlers.py:1028(NTEventLogHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:1126(HTTPHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:117(RotatingFileHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:1203(BufferingHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:122(__init__)
        1    0.000    0.000    0.000    0.000 handlers.py:1260(MemoryHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:1333(QueueHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:1398(QueueListener)
        1    0.000    0.000    0.000    0.000 handlers.py:193(TimedRotatingFileHandler)
        1    0.000    0.000    0.002    0.002 handlers.py:24(<module>)
        1    0.000    0.000    0.000    0.000 handlers.py:416(WatchedFileHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:47(BaseRotatingHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:485(SocketHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:53(__init__)
        1    0.000    0.000    0.000    0.000 handlers.py:652(DatagramHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:694(SysLogHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:948(SMTPHandler)
       14    0.000    0.000    0.000    0.000 hashlib.py:116(__get_openssl_constructor)
        1    0.000    0.000    0.002    0.002 hashlib.py:54(<module>)
        8    0.000    0.000    0.000    0.000 hashlib.py:73(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.005    0.005 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 helpers.py:1(<module>)
        5    0.000    0.000    0.000    0.000 helpers.py:12(not_app_run_safe)
       30    0.000    0.000    0.000    0.000 helpers.py:120(_get_list)
       10    0.000    0.000    0.000    0.000 helpers.py:126(_create_source_target_lists)
       10    0.000    0.000    0.000    0.000 helpers.py:135(<listcomp>)
       10    0.000    0.000    0.000    0.000 helpers.py:144(_create_volume_list)
       42    0.000    0.000    0.074    0.002 helpers.py:16(wrapper)
       10    0.001    0.000    0.001    0.000 helpers.py:176(_expand_for_carryover)
       10    0.000    0.000    0.000    0.000 helpers.py:209(_compress_for_repeater)
     5287    0.002    0.000    0.011    0.000 helpers.py:8(is_number)
     7048    0.016    0.000    0.335    0.000 inspect.py:1048(getargspec)
     7048    0.069    0.000    0.295    0.000 inspect.py:1079(getfullargspec)
    14096    0.005    0.000    0.006    0.000 inspect.py:159(isfunction)
     7048    0.071    0.000    0.171    0.000 inspect.py:2092(_signature_from_function)
     7048    0.022    0.000    0.200    0.000 inspect.py:2173(_signature_from_callable)
        1    0.000    0.000    0.000    0.000 inspect.py:2373(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2377(_empty)
        1    0.000    0.000    0.000    0.000 inspect.py:2381(_ParameterKind)
        1    0.000    0.000    0.000    0.000 inspect.py:2399(Parameter)
    35240    0.035    0.000    0.044    0.000 inspect.py:2431(__init__)
    70480    0.007    0.000    0.007    0.000 inspect.py:2480(name)
    42288    0.004    0.000    0.004    0.000 inspect.py:2484(default)
    35240    0.003    0.000    0.003    0.000 inspect.py:2488(annotation)
    35240    0.003    0.000    0.003    0.000 inspect.py:2492(kind)
        1    0.000    0.000    0.000    0.000 inspect.py:2550(BoundArguments)
        1    0.000    0.000    0.000    0.000 inspect.py:2680(Signature)
        1    0.000    0.000    0.005    0.005 inspect.py:27(<module>)
     7048    0.027    0.000    0.044    0.000 inspect.py:2710(__init__)
    42288    0.013    0.000    0.017    0.000 inspect.py:2755(<genexpr>)
     7048    0.001    0.000    0.001    0.000 inspect.py:2785(parameters)
     7048    0.001    0.000    0.001    0.000 inspect.py:2789(return_annotation)
       17    0.000    0.000    0.000    0.000 inspect.py:479(getmro)
        1    0.000    0.000    0.000    0.000 inspect.py:875(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:877(BlockFinder)
        1    0.000    0.000    0.000    0.000 instrument.py:1(<module>)
        1    0.000    0.000    0.000    0.000 instrument.py:110(_delete_calibration_file)
        1    0.000    0.000    0.000    0.000 instrument.py:118(_write_blank_calibrations_file)
        4    0.000    0.000    0.000    0.000 instrument.py:126(_get_calibration_file_path)
        1    0.000    0.000    0.000    0.000 instrument.py:132(_get_calibration)
        1    0.000    0.000    0.000    0.000 instrument.py:148(_read_calibrations)
        1    0.000    0.000    0.000    0.000 instrument.py:162(_validate_calibration_file)
      2/1    0.000    0.000    0.000    0.000 instrument.py:199(_restore_vector)
        1    0.000    0.000    0.000    0.000 instrument.py:21(Instrument)
        1    0.000    0.000    0.000    0.000 instrument.py:54(init_calibrations)
        1    0.000    0.000    0.000    0.000 instrument.py:91(load_persisted_data)
       78    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
       78    0.000    0.000    0.001    0.000 linecache.py:15(getline)
       78    0.000    0.000    0.001    0.000 linecache.py:37(getlines)
       26    0.000    0.000    0.000    0.000 linecache.py:53(checkcache)
        1    0.000    0.000    0.002    0.002 linecache.py:6(<module>)
        1    0.000    0.000    0.001    0.001 linecache.py:82(updatecache)
        1    0.000    0.000    0.006    0.006 log.py:1(<module>)
        8    0.000    0.000    0.000    0.000 log.py:43(get_logger)
        1    0.000    0.000    0.000    0.000 lzma.py:9(<module>)
        1    0.000    0.000    0.000    0.000 magbead.py:1(<module>)
        1    0.000    0.000    0.000    0.000 magbead.py:4(Magbead)
        1    0.000    0.000    0.000    0.000 markers.py:25(InvalidMarker)
        1    0.000    0.000    0.000    0.000 markers.py:272(Marker)
        1    0.000    0.000    0.000    0.000 markers.py:31(UndefinedComparison)
        1    0.000    0.000    0.000    0.000 markers.py:37(UndefinedEnvironmentName)
        1    0.000    0.000    0.001    0.001 markers.py:4(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:44(Node)
        1    0.000    0.000    0.000    0.000 markers.py:59(Variable)
        1    0.000    0.000    0.000    0.000 markers.py:65(Value)
        1    0.000    0.000    0.000    0.000 markers.py:71(Op)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
      118    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 os.py:1065(__subclasshook__)
        2    0.000    0.000    0.000    0.000 os.py:277(walk)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
    65695    0.109    0.000    0.181    0.000 os.py:664(__getitem__)
    65695    0.041    0.000    0.072    0.000 os.py:740(encode)
        2    0.000    0.000    0.000    0.000 os.py:744(decode)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:134(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:173(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:203(_NetlocResultMixinBytes)
        1    0.000    0.000    0.001    0.001 parse.py:28(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:308(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:316(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:321(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:327(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:335(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:340(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:346(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 parse.py:723(Quoter)
        1    0.000    0.000    0.000    0.000 parser.py:127(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        1    0.000    0.000    0.017    0.017 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:72(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:80(BytesParser)
        1    0.000    0.000    0.132    0.132 persisted_containers.py:1(<module>)
       13    0.003    0.000    0.043    0.003 persisted_containers.py:103(create_container_obj_from_dict)
        1    0.000    0.000    0.011    0.011 persisted_containers.py:16(load_persisted_containers_from_file_list)
        1    0.000    0.000    0.011    0.011 persisted_containers.py:21(load_all_persisted_containers_from_disk)
        2    0.000    0.000    0.011    0.005 persisted_containers.py:32(load_persisted_containers_from_file_path)
