         20475167 function calls (20447362 primitive calls) in 12.383 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 shutil.py:58(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:61(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:68(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:71(RegistryError)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       73    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       74    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
       75    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.001    0.001 six.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
       43    0.000    0.000    0.000    0.000 six.py:105(__init__)
        1    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        1    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
       83    0.000    0.000    0.000    0.000 six.py:141(__init__)
        2    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
       50    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        4    0.000    0.000    0.000    0.000 six.py:184(find_module)
        6    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        3    0.000    0.000    0.000    0.000 six.py:195(load_module)
        3    0.000    0.000    0.000    0.000 six.py:209(is_package)
        1    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:320(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:360(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:380(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:430(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:451(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:469(Module_six_moves_urllib)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        1    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
      126    0.000    0.000    0.000    0.000 six.py:88(__init__)
        1    0.000    0.000    0.000    0.000 six.py:91(__get__)
        1    0.000    0.000    0.000    0.000 socket.py:130(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
        1    0.000    0.000    0.003    0.003 socket.py:47(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:543(SocketIO)
      339    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
      340    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
      341    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
      342    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
        1    0.000    0.000    0.000    0.000 socketserver.py:119(<module>)
        1    0.000    0.000    0.000    0.000 socketserver.py:157(BaseServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:391(TCPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:517(UDPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:544(ForkingMixIn)
        1    0.000    0.000    0.000    0.000 socketserver.py:625(ThreadingMixIn)
        1    0.000    0.000    0.000    0.000 socketserver.py:654(ForkingUDPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:655(ForkingTCPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:657(ThreadingUDPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:658(ThreadingTCPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:662(UnixStreamServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:665(UnixDatagramServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:668(ThreadingUnixStreamServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:670(ThreadingUnixDatagramServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:672(BaseRequestHandler)
        1    0.000    0.000    0.000    0.000 socketserver.py:718(StreamRequestHandler)
        1    0.000    0.000    0.000    0.000 socketserver.py:763(_SocketWriter)
        1    0.000    0.000    0.000    0.000 socketserver.py:782(DatagramRequestHandler)
        1    0.000    0.000    0.000    0.000 specifiers.py:15(InvalidSpecifier)
        1    0.000    0.000    0.000    0.000 specifiers.py:21(BaseSpecifier)
        1    0.000    0.000    0.001    0.001 specifiers.py:214(LegacySpecifier)
        7    0.000    0.000    0.000    0.000 specifiers.py:266(_require_version_compare)
        1    0.000    0.000    0.009    0.009 specifiers.py:275(Specifier)
        1    0.000    0.000    0.011    0.011 specifiers.py:4(<module>)
        1    0.000    0.000    0.000    0.000 specifiers.py:589(SpecifierSet)
        1    0.000    0.000    0.000    0.000 specifiers.py:78(_IndividualSpecifier)
     1151    0.000    0.000    0.000    0.000 sre_compile.py:102(fixup)
      364    0.001    0.000    0.006    0.000 sre_compile.py:223(_compile_charset)
      364    0.003    0.000    0.005    0.000 sre_compile.py:250(_optimize_charset)
       51    0.000    0.000    0.000    0.000 sre_compile.py:376(_mk_bitmap)
       51    0.000    0.000    0.000    0.000 sre_compile.py:378(<listcomp>)
       12    0.000    0.000    0.000    0.000 sre_compile.py:381(_bytes_to_codes)
      404    0.000    0.000    0.001    0.000 sre_compile.py:388(_simple)
       18    0.000    0.000    0.000    0.000 sre_compile.py:393(_generate_overlap_table)
   119/87    0.000    0.000    0.000    0.000 sre_compile.py:414(_get_literal_prefix)
       69    0.000    0.000    0.000    0.000 sre_compile.py:441(_get_charset_prefix)
      103    0.000    0.000    0.002    0.000 sre_compile.py:482(_compile_info)
      206    0.000    0.000    0.000    0.000 sre_compile.py:539(isstring)
      103    0.000    0.000    0.024    0.000 sre_compile.py:542(_code)
      103    0.000    0.000    0.049    0.000 sre_compile.py:557(compile)
  992/103    0.004    0.000    0.022    0.000 sre_compile.py:64(_compile)
        1    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
      996    0.001    0.000    0.001    0.000 sre_parse.py:111(__init__)
     1463    0.000    0.000    0.000    0.000 sre_parse.py:159(__len__)
     4081    0.002    0.000    0.002    0.000 sre_parse.py:163(__getitem__)
      404    0.000    0.000    0.000    0.000 sre_parse.py:167(__setitem__)
     1451    0.000    0.000    0.001    0.000 sre_parse.py:171(append)
 1566/686    0.002    0.000    0.002    0.000 sre_parse.py:173(getwidth)
      103    0.000    0.000    0.000    0.000 sre_parse.py:223(__init__)
    14547    0.004    0.000    0.004    0.000 sre_parse.py:232(__next)
     2982    0.001    0.000    0.001    0.000 sre_parse.py:248(match)
    13057    0.003    0.000    0.007    0.000 sre_parse.py:253(get)
       39    0.000    0.000    0.000    0.000 sre_parse.py:257(getwhile)
       68    0.000    0.000    0.000    0.000 sre_parse.py:266(getuntil)
     1312    0.000    0.000    0.001    0.000 sre_parse.py:285(tell)
        1    0.000    0.000    0.000    0.000 sre_parse.py:287(seek)
      166    0.000    0.000    0.000    0.000 sre_parse.py:294(_class_escape)
      219    0.000    0.000    0.000    0.000 sre_parse.py:342(_escape)
  380/103    0.001    0.000    0.023    0.000 sre_parse.py:407(_parse_sub)
        2    0.000    0.000    0.000    0.000 sre_parse.py:452(<listcomp>)
  533/108    0.007    0.000    0.022    0.000 sre_parse.py:470(_parse)
      103    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      558    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
      103    0.000    0.000    0.001    0.000 sre_parse.py:828(fix_flags)
      171    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
      103    0.000    0.000    0.024    0.000 sre_parse.py:844(parse)
      171    0.000    0.000    0.002    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.002    0.002 string.py:15(<module>)
        1    0.000    0.000    0.000    0.000 string.py:169(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.002    0.002 string.py:65(__init__)
        1    0.000    0.000    0.000    0.000 string.py:77(Template)
        1    0.000    0.000    0.000    0.000 subprocess.py:339(CompletedProcess)
        1    0.000    0.000    0.003    0.003 subprocess.py:42(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:540(Popen)
        1    0.000    0.000    0.000    0.000 subprocess.py:57(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 sysconfig.py:604(get_platform)
        1    0.000    0.000    0.000    0.000 tempfile.py:136(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:24(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:416(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:459(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:629(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:777(TemporaryDirectory)
        1    0.000    0.000    0.003    0.003 threading.py:1(<module>)
   197565    0.051    0.000    0.051    0.000 threading.py:1076(name)
        1    0.000    0.000    0.000    0.000 threading.py:1158(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1188(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1190(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1207(_DummyThread)
   197565    0.082    0.000    0.103    0.000 threading.py:1230(current_thread)
        1    0.000    0.000    0.000    0.000 threading.py:203(Condition)
       14    0.000    0.000    0.000    0.000 threading.py:215(__init__)
    11940    0.005    0.000    0.010    0.000 threading.py:239(__enter__)
    11940    0.005    0.000    0.007    0.000 threading.py:242(__exit__)
        6    0.000    0.000    0.000    0.000 threading.py:254(_is_owned)
        6    0.000    0.000    0.000    0.000 threading.py:334(notify)
        6    0.000    0.000    0.000    0.000 threading.py:357(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:369(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:449(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:487(Event)
       14    0.000    0.000    0.000    0.000 threading.py:498(__init__)
    11926    0.002    0.000    0.002    0.000 threading.py:506(is_set)
        6    0.000    0.000    0.000    0.000 threading.py:512(set)
        8    0.000    0.000    0.000    0.000 threading.py:523(clear)
    11926    0.018    0.000    0.035    0.000 threading.py:533(wait)
        1    0.000    0.000    0.000    0.000 threading.py:566(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:720(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:738(Thread)
        5    0.000    0.000    0.000    0.000 threading.py:74(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:757(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:87(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:890(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:893(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
       20    0.000    0.000    0.000    0.000 tokenize.py:112(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:113(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:114(maybe)
        3    0.000    0.000    0.000    0.000 tokenize.py:137(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:148(<listcomp>)
        1    0.000    0.000    0.002    0.002 tokenize.py:21(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:219(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:222(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:355(detect_encoding)
        2    0.000    0.000    0.000    0.000 tokenize.py:379(read_or_stop)
        2    0.000    0.000    0.000    0.000 tokenize.py:385(find_cookie)
        1    0.000    0.000    0.000    0.000 tokenize.py:448(open)
        1    0.000    0.000    0.000    0.000 tokenize.py:99(TokenInfo)
        1    0.000    0.000    0.000    0.000 trace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trace.py:5(traceable)
        1    0.000    0.000    0.000    0.000 trace.py:53(EventBroker)
        1    0.000    0.000    0.000    0.000 trace.py:56(__init__)
        1    0.000    0.000    0.000    0.000 trace.py:6(_traceable)
     7735    0.002    0.000    0.002    0.000 trace.py:65(notify)
     7735    0.003    0.000    0.003    0.000 trace.py:69(get_instance)
     1762    0.020    0.000    8.338    0.005 trace.py:7(decorated)
        1    0.000    0.000    0.002    0.002 traceback.py:1(<module>)
       26    0.000    0.000    0.002    0.000 traceback.py:196(extract_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:223(FrameSummary)
       78    0.000    0.000    0.000    0.000 traceback.py:239(__init__)
       78    0.000    0.000    0.001    0.000 traceback.py:279(line)
      104    0.000    0.000    0.000    0.000 traceback.py:286(walk_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:310(StackSummary)
       26    0.000    0.000    0.002    0.000 traceback.py:313(extract)
        1    0.000    0.000    0.000    0.000 traceback.py:426(TracebackException)
      164    0.000    0.000    0.000    0.000 types.py:135(__get__)
        1    0.000    0.000    0.011    0.011 utils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 vector.py:1(<module>)
   133286    0.018    0.000    0.018    0.000 vector.py:108(to_tuple)
        1    0.000    0.000    0.000    0.000 vector.py:11(VectorValue)
    72556    0.020    0.000    0.035    0.000 vector.py:111(is_iterable)
   304044    0.273    0.000    0.599    0.000 vector.py:121(__init__)
    74118    0.121    0.000    0.287    0.000 vector.py:156(__add__)
11086/5543    0.021    0.000    0.061    0.000 vector.py:169(__truediv__)
     5543    0.003    0.000    0.003    0.000 vector.py:172(<listcomp>)
    59919    0.112    0.000    0.424    0.000 vector.py:177(__mul__)
    59919    0.032    0.000    0.032    0.000 vector.py:180(<listcomp>)
   276629    0.097    0.000    0.138    0.000 vector.py:195(__getitem__)
   133286    0.062    0.000    0.097    0.000 vector.py:208(__iter__)
   265978    0.076    0.000    0.130    0.000 vector.py:22(__new__)
        1    0.000    0.000    0.000    0.000 vector.py:70(VectorEncoder)
        1    0.000    0.000    0.000    0.000 vector.py:80(Vector)
    29835    0.051    0.000    0.082    0.000 vector.py:91(coordinates_from_dict)
    72556    0.037    0.000    0.072    0.000 vector.py:98(coordinates_from_iterable)
     1018    0.001    0.000    0.001    0.000 version.py:114(_parse_version_parts)
      242    0.001    0.000    0.002    0.000 version.py:131(_legacy_cmpkey)
        1    0.000    0.000    0.004    0.004 version.py:191(Version)
      482    0.002    0.000    0.005    0.000 version.py:198(__init__)
      940    0.000    0.000    0.000    0.000 version.py:207(<genexpr>)
      126    0.000    0.000    0.000    0.000 version.py:236(__str__)
      356    0.000    0.000    0.005    0.000 version.py:24(parse)
      492    0.000    0.000    0.000    0.000 version.py:244(<genexpr>)
      720    0.000    0.000    0.000    0.000 version.py:298(_parse_letter_version)
      240    0.000    0.000    0.000    0.000 version.py:332(_parse_local_version)
      240    0.001    0.000    0.001    0.000 version.py:343(_cmpkey)
      290    0.000    0.000    0.000    0.000 version.py:352(<lambda>)
        1    0.000    0.000    0.000    0.000 version.py:36(InvalidVersion)
        1    0.000    0.000    0.005    0.005 version.py:4(<module>)
        1    0.000    0.000    0.000    0.000 version.py:42(_BaseVersion)
      522    0.000    0.000    0.000    0.000 version.py:47(__lt__)
      522    0.000    0.000    0.000    0.000 version.py:48(<lambda>)
      522    0.000    0.000    0.000    0.000 version.py:53(__eq__)
      522    0.000    0.000    0.000    0.000 version.py:54(<lambda>)
     1044    0.000    0.000    0.001    0.000 version.py:65(_compare)
        1    0.000    0.000    0.000    0.000 version.py:72(LegacyVersion)
      242    0.000    0.000    0.002    0.000 version.py:74(__init__)
        2    0.000    0.000    0.000    0.000 virtual_smoothie.py:1(<module>)
        1    0.000    0.000    0.000    0.000 virtual_smoothie.py:10(VirtualSmoothie_1_2_0)
        1    0.000    0.000    0.000    0.000 virtual_smoothie.py:11(VirtualSmoothie_2_0_0)
     5983    0.017    0.000    0.020    0.000 virtual_smoothie.py:122(set_position_from_arguments)
        4    0.000    0.000    0.000    0.000 virtual_smoothie.py:13(__init__)
       10    0.000    0.000    0.000    0.000 virtual_smoothie.py:130(process_home_command)
       10    0.000    0.000    0.000    0.000 virtual_smoothie.py:143(process_set_zero_command)
     5963    0.020    0.000    0.044    0.000 virtual_smoothie.py:155(process_move_command)
    23872    0.087    0.000    0.229    0.000 virtual_smoothie.py:176(process_get_position)
    23872    0.086    0.000    0.225    0.000 virtual_smoothie.py:184(process_get_target)
     5963    0.021    0.000    0.028    0.000 virtual_smoothie.py:198(process_speed)
       18    0.000    0.000    0.000    0.000 virtual_smoothie.py:204(process_calm_down)
        4    0.000    0.000    0.000    0.000 virtual_smoothie.py:207(process_halt)
     5923    0.002    0.000    0.002    0.000 virtual_smoothie.py:212(process_absolute_positioning)
       44    0.000    0.000    0.000    0.000 virtual_smoothie.py:216(process_relative_positioning)
        8    0.000    0.000    0.000    0.000 virtual_smoothie.py:220(process_version)
        4    0.000    0.000    0.000    0.000 virtual_smoothie.py:253(process_cat_file)
    65691    0.178    0.000    0.283    0.000 virtual_smoothie.py:285(insert_response)
    65691    0.040    0.000    0.056    0.000 virtual_smoothie.py:288(<listcomp>)
    65691    0.325    0.000    1.837    0.000 virtual_smoothie.py:290(process_command)
    65691    0.170    0.000    2.332    0.000 virtual_smoothie.py:346(write)
   132042    0.156    0.000    0.293    0.000 virtual_smoothie.py:359(readline)
    65691    0.008    0.000    0.008    0.000 virtual_smoothie.py:367(flush)
    65690    0.032    0.000    0.032    0.000 virtual_smoothie.py:370(reset_input_buffer)
   269393    0.090    0.000    0.090    0.000 virtual_smoothie.py:61(isOpen)
        9    0.000    0.000    0.000    0.000 virtual_smoothie.py:64(close)
        8    0.000    0.000    0.000    0.000 virtual_smoothie.py:67(open)
        4    0.000    0.000    0.000    0.000 virtual_smoothie.py:70(init_coordinates)
    65691    0.192    0.000    0.703    0.000 virtual_smoothie.py:80(parse_command)
        1    0.000    0.000    0.000    0.000 warnings.py:119(filterwarnings)
        1    0.000    0.000    0.000    0.000 warnings.py:159(_add_filter)
        1    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:109(remove)
        3    0.000    0.000    0.000    0.000 weakref.py:153(__contains__)
        3    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
        1    0.000    0.000    0.000    0.000 weakref.py:251(popitem)
        1    0.000    0.000    0.000    0.000 weakref.py:288(update)
        3    0.000    0.000    0.000    0.000 weakref.py:334(__new__)
        3    0.000    0.000    0.000    0.000 weakref.py:339(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:1040(ZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1795(PyZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:295(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.004    0.004 zipfile.py:5(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:511(_ZipDecrypter)
        1    0.000    0.000    0.000    0.000 zipfile.py:572(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:595(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:691(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:717(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:737(ZipExtFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:966(_ZipWriteFile)
   281007    0.060    0.000    0.060    0.000 {built-in method __new__ of type object at 0x889920}
       40    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
      289    0.000    0.000    0.001    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
      113    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      517    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        4    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       20    0.003    0.000    0.003    0.000 {built-in method _imp.create_dynamic}
        4    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       20    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
       78    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      147    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
      710    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        7    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
      103    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
     1537    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
      116    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       35    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        3    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
      322    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
   395517    0.048    0.000    0.048    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
     7048    0.020    0.000    0.020    0.000 {built-in method _warnings.warn}
        2    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
  443/439    0.006    0.000    0.036    0.000 {built-in method builtins.__build_class__}
     48/2    0.000    0.000    0.157    0.079 {built-in method builtins.__import__}
    11998    0.002    0.000    0.002    0.000 {built-in method builtins.abs}
    11308    0.002    0.000    0.003    0.000 {built-in method builtins.all}
     1283    0.000    0.000    0.001    0.000 {built-in method builtins.any}
     7052    0.001    0.000    0.001    0.000 {built-in method builtins.callable}
      302    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       45    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
    134/1    0.005    0.000   12.386   12.386 {built-in method builtins.exec}
    67845    0.015    0.000    0.015    0.000 {built-in method builtins.getattr}
       28    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
469746/469737    0.090    0.000    0.090    0.000 {built-in method builtins.hasattr}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
    18478    0.001    0.000    0.001    0.000 {built-in method builtins.id}
1694361/1694359    0.245    0.000    0.289    0.000 {built-in method builtins.isinstance}
1894/1873    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
   171181    0.021    0.000    0.021    0.000 {built-in method builtins.iter}
673570/672967    0.080    0.000    0.080    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
    15689    0.014    0.000    0.024    0.000 {built-in method builtins.max}
     5825    0.002    0.000    0.002    0.000 {built-in method builtins.min}
       24    0.000    0.000    0.001    0.000 {built-in method builtins.next}
     1868    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
    17889    0.004    0.000    0.004    0.000 {built-in method builtins.pow}
     1226    0.001    0.000    0.024    0.000 {built-in method builtins.repr}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.round}
      548    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       36    0.000    0.000    0.008    0.000 {built-in method builtins.sorted}
    65691    0.019    0.000    0.019    0.000 {built-in method builtins.sum}
        7    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      226    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        4    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       25    0.000    0.000    0.000    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      113    0.010    0.000    0.010    0.000 {built-in method marshal.loads}
     5254    0.002    0.000    0.002    0.000 {built-in method math.cos}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
     5254    0.001    0.000    0.001    0.000 {built-in method math.sin}
     5964    0.002    0.000    0.002    0.000 {built-in method math.sqrt}
   593921    0.082    0.000    0.082    0.000 {built-in method posix.fspath}
       78    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
   197565    0.030    0.000    0.030    0.000 {built-in method posix.getpid}
      150    0.004    0.000    0.004    0.000 {built-in method posix.listdir}
       36    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
        1    0.000    0.000    0.000    0.000 {built-in method posix.remove}
        1    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
      888    0.003    0.000    0.003    0.000 {built-in method posix.stat}
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
   197609    0.041    0.000    0.041    0.000 {built-in method sys._getframe}
    65720    0.049    0.000    0.049    0.000 {built-in method time.sleep}
   995965    0.118    0.000    0.118    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fdd83f7e620}
      102    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
    11940    0.005    0.000    0.005    0.000 {method '__enter__' of '_thread.lock' objects}
    11940    0.002    0.000    0.002    0.000 {method '__exit__' of '_thread.lock' objects}
     1662    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
       20    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       16    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
       19    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        7    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      447    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
    81991    0.009    0.000    0.009    0.000 {method 'append' of 'list' objects}
       68    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
       12    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        3    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
   197750    0.070    0.000    0.070    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
   263432    0.083    0.000    0.083    0.000 {method 'encode' of 'str' objects}
       46    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
      486    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
      865    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
     1146    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       13    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
